,message_type,original_message
4240,0,Detroit. The home of snow. Enjoy it.
4241,1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
4242,0,Okie...
4243,0,"Aight, I'm chillin in a friend's room so text me when you're on the way"
4244,0,Is toshiba portege m100 gd?
4245,0,Well welp is sort of a semiobscure internet thing
4246,1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
4247,1,"accordingly. I repeat, just text the word ok on your mobile phone and send"
4248,0,Loosu go to hospital. De dont let it careless.
4249,0,How much for an eighth?
4250,0,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
4251,0,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
4252,0,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
4253,0,"How about clothes, jewelry, and trips?"
4254,1,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge
4255,0,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
4256,1,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
4257,0,I am late. I will be there at
4258,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
4259,0,Are you plans with your family set in stone ?
4260,0,Pls dont forget to study
4261,0,You'll never believe this but i have actually got off at taunton. Wow
4262,0,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
4263,0,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
4264,0, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
4265,0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
4266,0,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
4267,0,Hey so whats the plan this sat? 
4268,0,Beauty sleep can help ur pimples too.
4269,0,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
4270,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
4271,0,Where to get those?
4272,0,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
4273,0,Ball is moving a lot.will spin in last :)so very difficult to bat:)
4274,0,Haiyoh... Maybe your hamster was jealous of million
4275,0,Can you please send me my aunty's number
4276,0,I'm glad. You are following your dreams.
4277,0,I've reached home finally...
4278,1,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
4279,1,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
4280,0,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
4281,0,U can call now...
4282,0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
4283,0,Yes. I come to nyc for audiitions and am trying to relocate.
4284,0,I pocked you up there before
4285,0,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
4286,0,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
4287,0,Hey mr whats the name of that bill brison book the one about language and words 
4288,0,"Okay, good, no problem, and thanx!"
4289,0,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
4290,0,Call me when u're done...
4291,0,G.W.R
4292,0,You best watch what you say cause I get drunk as a motherfucker
4293,1,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
4294,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
4295,1,Please CALL 08712402578 immediately as there is an urgent message waiting for you
4296,1,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
4297,1,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
4298,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
4299,0,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
4300,0,Are there TA jobs available? Let me know please cos i really need to start working
4301,0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
4302,0,Yup i'm free...
4303,0,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
4304,0,Yo come over carlos will be here soon
4305,0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
4306,0,I guess it is useless calling u 4 something important.
4307,0,Ha ha - had popped down to the loo when you hello-ed me. Hello!
4308,0,He dint tell anything. He is angry on me that why you told to abi.
4309,1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
4310,0,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
4311,0,I keep ten rs in my shelf:) buy two egg.
4312,0,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
4313,0,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
4314,0,Captain is in our room:)
4315,0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
4316,0,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
4317,0,S...i will take mokka players only:)
4318,0,Are you still playing with gautham?
4319,0,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
4320,0,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
4321,0,Sorry . I will be able to get to you. See you in the morning.
4322,0,Aight well keep me informed
4323,0,I am not having her number sir
4324,0,Am only searching for good dual sim mobile pa.
4325,0,That seems unnecessarily hostile
4326,0,Dude got a haircut. Now its breezy up there
4327,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
4328,0,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
4329,0,i thought we were doing a king of the hill thing there.
4330,0,Nope i'll come online now..
4331,0,ALSO TELL HIM I SAID HAPPY BIRTHDAY
4332,0,Y bishan lei... I tot Ì_ say lavender? 
4333,0,Boo what time u get out? U were supposed to take me shopping today. :(
4334,0,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
4335,0,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
4336,0,on a Tuesday night r u 4 real
4337,0,Yes when is the appt again?
4338,0,Just got outta class gonna go gym.
4339,0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
4340,0,ÌÏ all write or wat..
4341,0,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
4342,0,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
4343,0,Hi:)did you asked to waheeda fathima about leave?
4344,0,Enjoy urself tmr...
4345,0,You still around? I could use a half-8th
4346,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
4347,0,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
4348,0,ÌÏ bot notes oredi... Cos i juz rem i got...
4349,0,Yes. Rent is very expensive so its the way we save.
4350,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
4351,0,Hows the pain dear?y r u smiling?
4352,0,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
4353,1,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
4354,0,"Sorry, I can't help you on this."
4355,0,Great. So should i send you my account number.
4356,0,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
4357,1,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
4358,0,ÌÏ only send me the contents page...
4359,0,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
4360,0,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
4361,0,"I can't right this second, gotta hit people up first"
4362,0,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
4363,0,So what about you. What do you remember
4364,0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
4365,0,Mm yes dear look how i am hugging you both. :-P
4366,0,I like dis sweater fr mango but no more my size already so irritating.
4367,0,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
4368,0,Anytime lor...
4369,1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
4370,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
4371,1,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
4372,0,Me fine..absolutly fine
4373,0,K and you're sure I don't have to have consent forms to do it :V
4374,1,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
4375,1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
4376,0,How much is torch in 9ja.
4377,0,"Doing nothing, then u not having dinner w us?"
4378,0,How are you. Just checking up on you
4379,0,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.
4380,0,Mathews or tait or edwards or anderson
4381,0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
4382,0,No need lar i go engin? Cos my sis at arts today...
4383,0,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
4384,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
4385,0,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
4386,0,S.i'm watching it in live..
4387,0,"see you then, we're all christmassy here!"
4388,0,"K I'm ready,  &lt;#&gt; ?"
4389,0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
4390,0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
4391,0,what are your new years plans?
4392,1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
4393,0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
4394,0,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
4395,0,Dear :-/ why you mood off. I cant drive so i brother to drive
4396,0,When did dad get back.
4397,0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
4398,0,Yes just finished watching days of our lives. I love it.
4399,0,Juz go google n search 4 qet...
4400,0,Many times we lose our best ones bcoz we are 
4401,0,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
4402,0,Just getting back home
4403,0,"Sorry, I'll call later  &lt;#&gt; mins"
4404,0,Dun need to use dial up juz open da browser n surf...
4405,1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
4406,0,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
4407,0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
4408,1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
4409,0,You also didnt get na hi hi hi hi hi
4410,0,Ya but it cant display internal subs so i gotta extract them
4411,0,If i said anything wrong sorry de:-)
4412,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
4413,0,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
4414,0,"Yeah I should be able to, I'll text you when I'm ready to meet up"
4415,0,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
4416,0," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
4417,0,"When you get free, call me"
4418,0,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_
4419,0,Ok i msg u b4 i leave my house.
4420,0,Still at west coast... Haiz... ÌÏ'll take forever to come back...
4421,0,MMM ... Fuck .... Merry Christmas to me
4422,0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
4423,0,Update your face book status frequently :)
4424,0,Just now saw your message.it k da:)
4425,0,Was it something u ate?
4426,0,So what did the bank say about the money?
4427,0,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
4428,0,Hey they r not watching movie tonight so i'll prob b home early...
4429,0,Yar lor... How u noe? U used dat route too?
4430,0,2mro i am not coming to gym machan. Goodnight.
4431,0,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
4432,0,Can u look 4 me in da lib i got stuff havent finish yet.
4433,0,Sounds great! Im going to sleep now. Have a good night!
4434,1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
4435,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
4436,0,How come u got nothing to do?
4437,0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
4438,0,i want to grasp your pretty booty :)
4439,0,I've got it down to a tea. not sure which flavour
4440,0,I'm going 2 orchard now laready me reaching soon. U reaching?
4441,0,Dear i am not denying your words please
4442,0,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
4443,0,COME BACK TO TAMPA FFFFUUUUUUU
4444,0,"2 celebrate my båÕday, y else?"
4445,0,Merry christmas to u too annie!
4446,0,Please tell me you have some of that special stock you were talking about
4447,0,I sent them. Do you like?
4448,1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
4449,0,"Awesome, be there in a minute"
4450,0,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
4451,0,I've told you everything will stop. Just dont let her get dehydrated.
4452,0,Or I guess  &lt;#&gt;  min
4453,0,I'm home. Ard wat time will u reach?
4454,0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
4455,0,"If you want to mapquest it or something look up \usf dogwood drive\"""
4456,0,Aight should I just plan to come up later tonight?
4457,0,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
4458,1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
4459,0,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
4460,0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
4461,0,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
4462,0,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
4463,0,Ranjith cal drpd Deeraj and deepak 5min hold
4464,0,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
4465,0,Hey u still at the gym?
4466,0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
4467,0,Much better now thanks lol
4468,0,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
4469,0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
4470,0,Wa... U so efficient... Gee... Thanx...
4471,1,3. You have received your mobile content. Enjoy
4472,0,S but not able to sleep.
4473,1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
4474,0,We will meet soon princess! Ttyl!
4475,0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
4476,0,Oh :-)only 4 outside players allowed to play know
4477,0,I anything lor.
4478,0,Erutupalam thandiyachu
4479,0,"Y cant u try new invention to fly..i'm not joking.,"
4480,0,No..its ful of song lyrics..
4481,0,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
4482,0,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
4483,0,Shopping? Eh ger i toking abt syd leh...Haha
4484,0,What not under standing.
4485,0,have * good weekend.
4486,0,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
4487,0,Call me when you get the chance plz &lt;3
4488,0,The new deus ex game comin early next yr
4489,0,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
4490,0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
4491,0,Probably a couple hours tops
4492,0,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
4493,0,Man this bus is so so so slow. I think you're gonna get there before me
4494,0,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
4495,0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
4496,0,Ok
4497,1,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
4498,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
4499,0,Nvm take ur time.
4500,0,So wat's da decision?
4501,0,Wot is u up 2 then bitch?
4502,0,Stupid.its not possible
4503,0,She told to hr that he want posting in chennai:)because i'm working here:)
4504,1,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
4505,0,When are you guys leaving?
4506,0,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?
4507,0,Not able to do anything.
4508,0,ÌÏ takin linear algebra today?
4509,0,This weekend is fine (an excuse not to do too much decorating)
4510,0,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
4511,0,Now project pa. After that only i can come.
4512,1,Money i have won wining number 946 wot do i do next
4513,0,"Sure, whenever you show the fuck up &gt;:("
4514,0,That was random saw my old roomate on campus. He graduated
4515,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
4516,0,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
4517,0,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
4518,0,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
4519,0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
4520,0,Hi good mornin.. Thanku wish u d same..
4521,0,DO U WANT 2 MEET UP 2MORRO
4522,0,Actually I decided I was too hungry so I haven't left yet :V
4523,0,I've sent Ì_ my part..
4524,0,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
4525,1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
4526,0,Understand. his loss is my gain :) so do you work? School?
4527,0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
4528,0,"Hiya, probably coming home * weekend after next"
4529,0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
4530,0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
4531,0,Ok both our days. So what are you making for dinner tonite? Am I invited?
4532,1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
4533,0,I have no money 4 steve mate! !
4534,0,IM LATE TELLMISS IM ON MY WAY
4535,0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
4536,0,Normally i use to drink more water daily:)
4537,0,Dare i ask... Any luck with sorting out the car?
4538,0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
4539,0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
4540,0,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
4541,1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
4542,0,I've been trying to reach him without success
4543,0,when you and derek done with class?
4544,0,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
4545,0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
4546,0,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
4547,0,Hope you are having a good week. Just checking in
4548,0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
4549,0,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
4550,0,Great. Have a safe trip. Dont panic surrender all.
4551,0,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
4552,0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
4553,0,Try to do something dear. You read something for exams
4554,0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
4555,0,Gettin rdy to ship comp
4556,0,I am in hospital da. . I will return home in evening
4557,0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
4558,0,Think + da. You wil do.
4559,0,I'm awake oh. What's up.
4560,0,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
4561,0,How much u trying to get?
4562,0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
4563,0,Tell me again what your address is
4564,0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
4565,0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
4566,0,But you were together so you should be thinkin about him
4567,0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
4568,0,At WHAT TIME should i come tomorrow
4569,1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
4570,0,\CHA QUITEAMUZING THATåÕSCOOL BABE
4571,0,Omg how did u know what I ate?
4572,1,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"""""
4573,0,:( but your not here....
4574,0,Not directly behind... Abt 4 rows behind Ì_...
4575,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
4576,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
4577,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
4578,0,No plans yet. What are you doing ?
4579,0,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
4580,0,Not course. Only maths one day one chapter with in one month we can finish.
4581,0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
4582,1,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
4583,0,Noooooooo please. Last thing I need is stress. For once in your life be fair.
4584,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
